t_ms,frames,rms_in,gain
7787.497,512,0.005674,1.0000
7798.164,512,0.006948,1.0000
7808.828,512,0.005909,1.0000
7819.476,512,0.006579,1.0000
7830.132,512,0.005727,1.0000
7840.780,512,0.006377,1.0000
7851.492,512,0.005994,1.0000
7862.123,512,0.006616,1.0000
7872.821,512,0.006782,1.0000
7883.477,512,0.007017,1.0000
7894.154,512,0.007039,1.0000
7904.795,512,0.007115,1.0000
7915.558,512,0.006359,1.0000
7926.154,512,0.006534,1.0000
7936.848,512,0.006538,1.0000
7947.501,512,0.006550,1.0000
7958.134,512,0.006794,1.0000
7968.778,512,0.006332,1.0000
7979.506,512,0.006514,1.0000
7990.177,512,0.006462,1.0000
8000.912,512,0.006688,1.0000
8011.464,512,0.005530,1.0000
8022.147,512,0.006635,1.0000
8032.819,512,0.005156,1.0000
8043.473,512,0.006153,1.0000
8054.143,512,0.004751,1.0000
8064.796,512,0.004547,1.0000
8075.450,512,0.004655,1.0000
8086.114,512,0.004902,1.0000
8096.806,512,0.004252,1.0000
8107.491,512,0.005749,1.0000
8118.130,512,0.004356,1.0000
8128.783,512,0.006027,1.0000
8139.476,512,0.005356,1.0000
8150.137,512,0.005216,1.0000
8160.829,512,0.005907,1.0000
8171.476,512,0.004701,1.0000
8182.126,512,0.005547,1.0000
8192.800,512,0.004291,1.0000
8203.470,512,0.005315,1.0000
8214.143,512,0.003649,1.0000
8224.801,512,0.005142,1.0000
8235.468,512,0.003561,1.0000
8246.161,512,0.004712,1.0000
8256.780,512,0.004155,1.0000
8267.459,512,0.004536,1.0000
8278.089,512,0.003570,1.0000
8288.808,512,0.004536,1.0000
8299.465,512,0.003006,1.0000
8310.095,512,0.004355,1.0000
8320.814,512,0.003560,1.0000
8331.459,512,0.004482,1.0000
8342.135,512,0.004185,1.0000
8352.799,512,0.003721,1.0000
8363.544,512,0.003565,1.0000
8374.196,512,0.003986,1.0000
8384.833,512,0.003111,1.0000
8395.456,512,0.004132,1.0000
8406.147,512,0.003519,1.0000
8416.805,512,0.003403,1.0000
8427.466,512,0.003989,1.0000
8438.141,512,0.002903,1.0000
8448.848,512,0.004027,1.0000
8459.462,512,0.002958,1.0000
8470.118,512,0.003480,1.0000
8480.788,512,0.003034,1.0000
8491.470,512,0.003466,1.0000
8502.138,512,0.002731,1.0000
8512.790,512,0.003297,1.0000
8523.476,512,0.002784,1.0000
8534.133,512,0.003385,1.0000
8544.780,512,0.003400,1.0000
8555.478,512,0.002875,1.0000
8566.146,512,0.003721,1.0000
8576.759,512,0.002611,1.0000
8587.419,512,0.003714,1.0000
8598.132,512,0.003285,1.0000
8608.796,512,0.003015,1.0000
8619.470,512,0.003459,1.0000
8630.105,512,0.003062,1.0000
8640.773,512,0.003513,1.0000
8651.465,512,0.003255,1.0000
8662.205,512,0.003259,1.0000
8672.832,512,0.003180,1.0000
8683.534,512,0.003123,1.0000
8694.169,512,0.003194,1.0000
8704.813,512,0.002783,1.0000
8715.427,512,0.003119,1.0000
8726.170,512,0.002855,1.0000
8736.777,512,0.002508,1.0000
8747.461,512,0.002579,1.0000
8758.214,512,0.002661,1.0000
8768.812,512,0.002260,1.0000
8779.455,512,0.002925,1.0000
8790.161,512,0.002112,1.0000
8800.876,512,0.002937,1.0000
8811.449,512,0.002127,1.0000
8822.129,512,0.003117,1.0000
8832.776,512,0.002282,1.0000
8843.488,512,0.002930,1.0000
8854.079,512,0.002041,1.0000
8864.855,512,0.003001,1.0000
8875.454,512,0.001616,1.0000
8886.147,512,0.002805,1.0000
8896.805,512,0.002200,1.0000
8907.493,512,0.002065,1.0000
8918.148,512,0.002730,1.0000
8928.827,512,0.001933,1.0000
8939.510,512,0.002806,1.0000
